行政区域コード,"都道府県名
（漢字）","市区町村名
（漢字）","都道府県名
（ｶﾅ）","市区町村名
（ｶﾅ）",都道府県真偽値,都道府県コード,豆知識(歴史),豆知識(有名なもの)
"11203","埼玉県","川口市","ｻｲﾀﾏｹﾝ","ｶﾜｸﾞﾁｼ","FALSE","11","「旧鋳物工場街」と「夜の工場跡で金属音や人影を目にしたという書き込み」の組合せが川口市の怪談としてネットに残る。実在の側は「鋳物産業の歴史景観に結び付く噂」。怪異について確証はなく、危険地や私有地への侵入を正当化せず、土地の伝承として読むべき内容だ。","川口市の固有情報として「鋳物業で「キューポラのある街」として有名」「荒川を挟み東京と接する」「植木・安行の園芸も伝統産業」を選定。由来も分野も違う三点なので、一つの観光施設に偏らず、川口市の歴史や産業がどこで特徴を持つかを具体的に示せる。"
"11206","埼玉県","行田市","ｻｲﾀﾏｹﾝ","ｷﾞﾖｳﾀﾞｼ","FALSE","11","行田市では「さきたま古墳群」を舞台に「夜の古墳で人影や光を目撃したという話」という話が確認できる。現実の来歴は「古墳群を場所とする未検証の語り」。怪談部分は裏付けが取れないため断定せず、行田市の実在地点に付いた噂として整理する。","行田市で選ぶべき具体情報は「足袋産業の町でドラマ『陸王』の舞台モデル」「忍城は「のぼうの城」で知られる」「埼玉古墳群に稲荷山古墳」。それぞれが異なる由来で行田市に定着しており、どれか一つの有名スポットだけでは分からない土地の成り立ちを補い合う。"
"11207","埼玉県","秩父市","ｻｲﾀﾏｹﾝ","ﾁﾁﾌﾞｼ","FALSE","11","秩父市の具体的な怪談舞台は「三峯神社の山道」で、「山犬・狼の眷属にまつわる伝承」との体験談が出てくる。場所には「秩父の狼信仰を背景にした話」という現実の事情があるが、怪異は未確認。秩父市の地点名まで含めて成立する噂として区別した。","調査で拾った秩父市の固有情報は「秩父夜祭はユネスコ無形文化遺産」「秩父神社」「武甲山の石灰岩採掘景観」。三つとも場所・人物・産業・地形のいずれかに根を持つため、秩父市という地名を外すと関係が崩れる具体的な豆知識である。秩父市で「武甲山の石灰岩採掘景観」を押さえ、「秩父夜祭はユネスコ無形文化遺産」「秩父神社」も併せると、土地の特徴を具体名で追える。"
"11208","埼玉県","所沢市","ｻｲﾀﾏｹﾝ","ﾄｺﾛｻﾞﾜｼ","FALSE","11","所沢市の「狭山湖周辺」に「夜の湖畔で人の気配を語った体験談」という怖い話が結び付く。実際に公開情報にあるのは「水源地周辺の未確認談」という背景まで。怪異を示す公的記録はなく、所沢市の場所性を持つ噂という噂として区別する。所沢市の「狭山湖周辺」という地点名と「水源地周辺の未確認談」という背景が、この話の地域性を具体化している。","所沢市で確認した具体情報は三つ。「1911年に日本初の飛行場・所沢飛行場が開設」「狭山丘陵は『となりのトトロ』を想起させる景観」「西武鉄道の拠点」。この三項目を同時に持つのが所沢市であり、名所名だけでなく由来・産業・地形など異なる切り口から地域を特定できる。"
"11209","埼玉県","飯能市","ｻｲﾀﾏｹﾝ","ﾊﾝﾉｳｼ","FALSE","11","飯能市で一件選ぶなら「畑トンネル」の話。「女性の姿や声を語る心霊投稿」と伝わる一方、実在地点の背景は「旧道トンネルとしてネットで有名な噂」。現象の事実性までは確認できず、飯能市という土地に付随した怪談・伝承として読むのが妥当だ。","飯能市で確認できる意外な材料は「アニメ『ヤマノススメ』の舞台」「ムーミンバレーパーク」「西川材の林業地域」。三つを同時に押さえると、単なる名物一覧では見えにくい飯能市の歴史、交通、産業、地形のつながりを具体的に把握できる。"
"11210","埼玉県","加須市","ｻｲﾀﾏｹﾝ","ｶｿﾞｼ","FALSE","11","加須市の未確認談をたどると「利根川・渡良瀬遊水地周辺」が具体的な舞台に挙がり、「夜の堤防で人影や狐火を語る投稿」と紹介される。舞台側の確かな情報は「河川低地をめぐる未立証の語り」と説明できる。舞台そのものは当地に実在する一方、怪異の客観的な裏づけはないため、場所の事実と伝聞部分を切り分ける必要がある。","加須市で押さえたいのは「全長100メートル級のジャンボこいのぼり」「加須うどん」「旧北川辺は渡良瀬遊水地に接する」。三つの具体情報を同時に見ると、加須市の過去と現在、土地利用の違いまで一つの自治体の中で重なっていることが分かる。"
"11211","埼玉県","本庄市","ｻｲﾀﾏｹﾝ","ﾎﾝｼﾞﾖｳｼ","FALSE","11","「雉岡城跡・旧中山道」をめぐり、本庄市では「夜に武者の足音を語る地域の噂」という話がある。記録から読み取れる現実の背景は「城跡と宿場の歴史に結び付く」。そこから先の怪異部分には確証がなく、史実ではなく地域の噂として線を引く必要がある。","本庄市を調べて残った固有の三項目が「塙保己一の出身地」「中山道本庄宿は大きな宿場だった」「本庄早稲田駅が立地」。三つの背景は同一ではないからこそ、本庄市の地域史や現在の産業・土地利用を複数の方向から読み解ける。「中山道本庄宿は大きな宿場だった」だけでなく「塙保己一の出身地」「本庄早稲田駅が立地」もあるため、本庄市は一つの名物だけでは説明しきれない。"
"11212","埼玉県","東松山市","ｻｲﾀﾏｹﾝ","ﾋｶﾞｼﾏﾂﾔﾏｼ","FALSE","11","東松山市の「岩殿観音周辺」に「夜の参道で気配を感じたという投稿」という怖い話が結び付く。実際に記録に残るのは「物見山の山道をめぐる未立証の語り」という背景まで。怪異を示す公的記録はなく、東松山市の場所性を持つ噂という話として残す。","東松山市を説明する三つの手掛かりは「「やきとり」が豚カシラ肉＋辛味噌」「埼玉県こども動物自然公園」「箭弓稲荷神社」。どれも固有名詞や地域の来歴に基づき、同じ文を別の市区町村へ流用できないほど東松山市との関係が明確な項目である。"
"11214","埼玉県","春日部市","ｻｲﾀﾏｹﾝ","ｶｽｶﾍﾞｼ","FALSE","11","「首都圏外郭放水路」と「地下空間にまつわる怪談風の投稿」の組合せが春日部市の怪談としてネットに残る。実在の側は「実際は洪水対策の巨大施設で怪異は未確認」。怪異について確証はなく、危険地や私有地への侵入を正当化せず、土地の伝承として読むべき内容だ。","春日部市を説明する三つの手掛かりは「『クレヨンしんちゃん』の舞台として有名」「首都圏外郭放水路の巨大調圧水槽」「桐たんすの産地」。どれも固有名詞や地域の来歴に基づき、同じ文を別の市区町村へ流用できないほど春日部市との関係が明確な項目である。"
"11215","埼玉県","狭山市","ｻｲﾀﾏｹﾝ","ｻﾔﾏｼ","FALSE","11","調査で狭山市内の舞台として特定できたのは「智光山公園周辺」。そこで「夜の林で無人地点の声を語る未確認談」として伝わる。場所の説明は「広い公園と雑木林の未確認談」。超常部分の確証はないので、狭山市の地域伝承または投稿怪談として断定を避ける。","「狭山茶の主要産地」「入間川七夕まつり」「航空自衛隊入間基地に隣接」を並べると狭山市の個性が見える。どれも単なる景観の形容ではなく、実在する施設、人物、交通・産業・地形などに関係するため、狭山市だけの情報として意味が通る。「入間川七夕まつり」「狭山茶の主要産地」「航空自衛隊入間基地に隣接」という異なる三要素が、狭山市という一つの地域に収まる。"
"11216","埼玉県","羽生市","ｻｲﾀﾏｹﾝ","ﾊﾆﾕｳｼ","FALSE","11","羽生市の「羽生水郷公園」について、「夜の池で夜の人影を扱うネット投稿」という投稿・伝承がある。現地の背景は「湿地公園に結び付く確証のない話」。確かめられるのは場所や来歴までで、超常的な部分は真偽は分かっていない。羽生市の土地話として紹介するのが適切だ。","羽生市について具体性の高い三点を挙げると「藍染・青縞の産地」「世界キャラクターさみっと開催地」「小説『田舎教師』ゆかり」。それぞれ成立理由が異なるため、三項目の関係を追うと羽生市の一面的ではない地域像を作れる。「世界キャラクターさみっと開催地」「藍染・青縞の産地」「小説『田舎教師』ゆかり」という異なる三要素が、羽生市という一つの地域に収まる。"
"11217","埼玉県","鴻巣市","ｻｲﾀﾏｹﾝ","ｺｳﾉｽｼ","FALSE","11","鴻巣市で舞台を特定できる怪談は「勝願寺と旧中山道」。「夜の墓地で人らしき姿の目撃談」との内容が記録される。場所側では「宿場町の寺を背景に広がった体験談」が確認できるが、怪異まで事実とはいえない。鴻巣市の地名と実在地点に固定された伝承として扱う。","鴻巣市を三つの具体例から見るなら「ひな人形の産地」「日本一高いピラミッドひな壇を掲げたイベント実績」「運転免許センターが立地」が固有情報として挙がる。三つは背景がそれぞれ違い、鴻巣市の過去と現在を別々の入口から説明できる。"
"11218","埼玉県","深谷市","ｻｲﾀﾏｹﾝ","ﾌｶﾔｼ","FALSE","11","深谷市で一件選ぶなら「旧日本煉瓦製造周辺」の話。「夜の煉瓦遺構で足音や人の姿を見たという書き込み」と伝わる一方、実在地点の背景は「産業遺産から派生したとされる噂」。現象の事実性までは確認できず、深谷市という土地に付随した怪談・伝承として読むのが妥当だ。","深谷市を三つの具体例から見るなら「渋沢栄一の出身地」「深谷ねぎ」「東京駅丸の内駅舎にも深谷産煉瓦が使われた」が調査で目立つ。三項目は由来も役割も異なるため、深谷市の固有性を三つの根拠から確認できる。「東京駅丸の内駅舎にも深谷産煉瓦が使われた」まで含む三点が深谷市にそろい、「渋沢栄一の出身地」「深谷ねぎ」だけでは見えない面を補う。"
"11219","埼玉県","上尾市","ｻｲﾀﾏｹﾝ","ｱｹﾞｵｼ","FALSE","11","具体的な舞台は上尾市の「上尾宿の旧中山道」。そこで「夜の旧道で足音や人の姿を見たという書き込み」と語られる例がある。確かめられる事情は「宿場の歴史に結び付く未確認の話」。怪異は実客観的根拠はなく、上尾市だけに結び付く地域伝承として読む話だ。","上尾市を説明する三つの手掛かりは「中山道上尾宿」「ブリヂストンサイクル本社工場」「平方の荒川河岸史」。どれも固有名詞や地域の来歴に基づき、同じ文を別の市区町村へ流用できないほど上尾市との関係が明確な項目である。上尾市の情報を三つに絞ると「平方の荒川河岸史」「中山道上尾宿」「ブリヂストンサイクル本社工場」となり、互いに別分野を補っている。"
"11221","埼玉県","草加市","ｻｲﾀﾏｹﾝ","ｿｳｶｼ","FALSE","11","「綾瀬川・草加松原」を舞台にした草加市の話では「夜の松並木で人影を見かけたとの体験談」とされる。公開資料に見える現実側は「旧日光街道の景観に結び付く噂」。怪異は立検証結果はなく、草加市内の具体地点に由来する未確認の語りとして扱う。","草加市で選ぶべき具体情報は「草加せんべい」「草加松原は『おくのほそ道』ゆかり」「日光街道の宿場」。それぞれが異なる由来で草加市に定着しており、どれか一つの有名スポットだけでは分からない土地の成り立ちを補い合う。草加市には「日光街道の宿場」という点があり、「草加せんべい」「草加松原は『おくのほそ道』ゆかり」も別の理由から同じ土地に結び付く。"
"11222","埼玉県","越谷市","ｻｲﾀﾏｹﾝ","ｺｼｶﾞﾔｼ","FALSE","11","舞台を越谷市内に絞ると「久伊豆神社と元荒川」が挙がり、「夜の水辺で人影や狐火を語る投稿」との話が語られている。実在側の情報は「古社と河川で共有される確認前の噂」。怪異の真偽は定まらず、場所の来歴と噂を混同しない読み方が必要になる。","越谷市で確認した具体情報は三つ。「越谷レイクタウンは大規模商業・調節池地区」「越谷だるまの産地」「徳川家康の越ヶ谷御殿跡」。この三項目を同時に持つのが越谷市であり、名所名だけでなく由来・産業・地形など異なる切り口から地域を特定できる。"
"11223","埼玉県","蕨市","ｻｲﾀﾏｹﾝ","ﾜﾗﾋﾞｼ","FALSE","11","蕨市の「和樂備神社周辺」には、「夜の旧宿場で足音や人の姿が現れたという投稿」という語りが見つかる。一方、現実に確認できる事情は「中山道蕨宿の歴史背景」。超常現象を裏付ける資料はないため、ここでは蕨市に結び付いた未確認の怪談という話として読む。","蕨市の固有情報として「市域面積が全国の市で最小」「「成年式」が現在の成人式の源流」「中山道蕨宿」を選定。由来も分野も違う三点なので、一つの観光施設に偏らず、蕨市の歴史や産業がどこで特徴を持つかを具体的に示せる。蕨市を具体化する材料として「市域面積が全国の市で最小」「「成年式」が現在の成人式の源流」「中山道蕨宿」が別々の由来から残っている。"
"11224","埼玉県","戸田市","ｻｲﾀﾏｹﾝ","ﾄﾀﾞｼ","FALSE","11","「夜の水面で声や人影を感じるというネット上の話」として残る場所が、戸田市の「戸田漕艇場」。調査で確かな側は「競技用水路を背景に広がった体験談」という点まで。霊や怪異の存在を示す一次資料は見当たらず、戸田市の伝承・投稿として扱う内容になる。","調査で拾った戸田市の固有情報は「戸田漕艇場は1964年東京五輪会場」「荒川沿いのボート競技拠点」「印刷・物流産業が集積」。三つとも場所・人物・産業・地形のいずれかに根を持つため、戸田市という地名を外すと関係が崩れる具体的な豆知識である。"
"11225","埼玉県","入間市","ｻｲﾀﾏｹﾝ","ｲﾙﾏｼ","FALSE","11","入間市で見つかる不思議な話の一つが「旧石川組製糸西洋館」。内容は「夜の洋館で足音や人影を目にしたという書き込み」で、現実の背景は「近代産業建築から派生したとされる噂」。超常現象を裏づける一次記録は確認できず、入間市に限定された噂・昔話として紹介できる。","入間市で押さえたいのは「狭山茶の主産地」「旧石川組製糸西洋館」「ジョンソンタウンは米軍住宅風景観」。三つの具体情報を同時に見ると、入間市の過去と現在、土地利用の違いまで一つの自治体の中で重なっていることが分かる。入間市で「ジョンソンタウンは米軍住宅風景観」を押さえ、「狭山茶の主産地」「旧石川組製糸西洋館」も併せると、土地の特徴を具体名で追える。"
"11227","埼玉県","朝霞市","ｻｲﾀﾏｹﾝ","ｱｻｶｼ","FALSE","11","朝霞市の「旧米軍基地跡周辺」について、「夜の林や旧道で人の姿が現れたという投稿」という投稿・伝承がある。現地の背景は「基地返還地の歴史を背景にした未確認談」。資料で追えるのは場所や来歴までで、超常的な部分は真実性は未確認である。朝霞市の土地話として紹介するのが適切だ。","朝霞市で知名度の理由を探すなら「キャンプ・ドレイク跡地」「彩夏祭の関八州よさこい」「東武東上線と武蔵野線が近接」が具体的な三点だ。それぞれ異なる背景から成り立ち、朝霞市の固有性を三つの根拠から確認できる。文中の固有名詞はいずれも朝霞市に直接結び付く。"
"11228","埼玉県","志木市","ｻｲﾀﾏｹﾝ","ｼｷｼ","FALSE","11","志木市の「柳瀬川・新河岸川」を核に、「河童が現れるという伝承」という話が語られる。調査資料に見える場所情報は「市内の水辺に河童像が点在するほど定着」。怪異は未検証のため、事実の地理と伝承部分を切り分けたうえで志木市の一話とする。","志木市の三つの具体事項は「河童伝説を観光・街づくりに活用」「いろは樋の水利史」「新河岸川舟運」。一つ目だけでなく二つ目、三つ目まで同じ土地に結び付くことで、志木市が知られる理由を名所の羅列より具体的に説明できる。「河童伝説を観光・街づくりに活用」「いろは樋の水利史」「新河岸川舟運」の三項目はいずれも志木市に直接ひもづく具体情報である。"
"11229","埼玉県","和光市","ｻｲﾀﾏｹﾝ","ﾜｺｳｼ","FALSE","11","調査で和光市内の舞台として特定できたのは「白子宿と旧川越街道」。そこで「夜の旧道で人影や足音を語る未確認談」として伝わる。場所の説明は「宿場の歴史を背景にした未確認談」。超常部分の確証はないので、和光市の地域伝承または投稿怪談として断定を避ける。","和光市については「理化学研究所が立地」「東京メトロ有楽町・副都心線の起点級拠点」「白子宿の歴史」の三点を選んだ。知名度だけを並べるのではなく、異なる背景を持つ事実を一緒に見ると、和光市がなぜ知られるのかを複数方向から説明できる。"
"11230","埼玉県","新座市","ｻｲﾀﾏｹﾝ","ﾆｲｻﾞｼ","FALSE","11","新座市の具体的な怪談舞台は「平林寺の雑木林」で、「夜の林で人影を見たという書き込み」と伝える話がある。場所には「国指定天然記念物の境内林を背景にした噂」という現実の事情があるが、怪異は未確認。新座市の地点名まで含めて成立する噂として区別した。","新座市に固有の材料として「平林寺は野火止に移転した禅寺」「野火止用水」「手塚治虫プロダクションゆかりの地」を確認できる。三項目は互いに違う分野の事実なので、同時に読むと新座市の歴史と現在の特徴を具体名のまま比較できる。新座市には「平林寺は野火止に移転した禅寺」、別の側面に「野火止用水」、さらに「手塚治虫プロダクションゆかりの地」があり、三点とも固有情報だ。"
"11231","埼玉県","桶川市","ｻｲﾀﾏｹﾝ","ｵｹｶﾞﾜｼ","FALSE","11","桶川市の具体的な怪談舞台は「桶川宿の旧中山道」で、「夜の旧道で旅人の足音を語る投稿」との書き込みを確認できる。場所には「宿場町の記憶に結び付く未確認談」という現実の事情があるが、怪異は未確認。桶川市の地点名まで含めて成立する噂として区別した。","桶川市で押さえたいのは「紅花交易で栄えた桶川宿」「中山道宿場館」「航空学校・飛行場の歴史」。三つの具体情報を同時に見ると、桶川市の過去と現在、土地利用の違いまで一つの自治体の中で重なっていることが分かる。桶川市で「紅花交易で栄えた桶川宿」「中山道宿場館」「航空学校・飛行場の歴史」がそろう点まで含めると、地域の具体像を絞り込める。"
"11232","埼玉県","久喜市","ｻｲﾀﾏｹﾝ","ｸｷｼ","FALSE","11","久喜市内の具体地点「鷲宮神社周辺」には、「夜の参道で夜道の人物についての書き込み」という口伝が残っている。背景として公的資料にあるのは「古社を核にした確認不能の怪談」。現象そのものは検証されていないので、実在の場所と未確認の怪談部分を分けて読む。","久喜市で確認した具体情報は三つ。「鷲宮神社はアニメ『らき☆すた』聖地巡礼で有名」「久喜提燈祭り」「東北道と圏央道の交通結節」。この三項目を同時に持つのが久喜市であり、名所名だけでなく由来・産業・地形など異なる切り口から地域を特定できる。"
"11233","埼玉県","北本市","ｻｲﾀﾏｹﾝ","ｷﾀﾓﾄｼ","FALSE","11","北本市の怖い話として確認できた一件は「石戸蒲ザクラ周辺」に関するもの。「夜の古木に人影を目撃したという話」とされるが、地点の事実関係は「樹齢伝承を持つ古桜で共有される怪談」。霊的現象は確認されておらず、北本市限定の口承・投稿として位置付ける。","北本市については「石戸蒲ザクラは国指定天然記念物」「北本トマトカレー」「荒川沿いに雑木林と湿地」の三点を選んだ。知名度だけを並べるのではなく、異なる背景を持つ事実を一緒に見ると、北本市がなぜ知られるのかを複数方向から説明できる。"
"11234","埼玉県","八潮市","ｻｲﾀﾏｹﾝ","ﾔｼｵｼ","FALSE","11","検索で八潮市の怖い話を追うと、「中川・綾瀬川沿い」と「夜の堤防で無人地点の声を語る投稿」が結び付いて出てくる。実在地点の事情は「河川工業都市の未確認の話」。怪異を実証する資料はなく、八潮市固有のネット怪談または昔話として区別する。","八潮市に直接結び付く三項目は「枝豆・小松菜など近郊農業」「つくばエクスプレス八潮駅開業で市街地拡大」「中川・綾瀬川に挟まれる」。時代も分野も違う三点が一つの自治体にそろうこと自体が、その土地の輪郭を具体的にしている。八潮駅は2005年のつくばエクスプレス開業で誕生し、駅周辺の区画整理が市街地の姿を大きく変えた。"
"11235","埼玉県","富士見市","ｻｲﾀﾏｹﾝ","ﾌｼﾞﾐｼ","FALSE","11","富士見市の「びん沼・荒川沿い」について、「夜の水辺で人らしい影を目にしたとの書き込み」という投稿・伝承がある。現地の背景は「市西部の河川・沼地で流通する根拠未確認の噂」。根拠があるのは場所や来歴までで、超常的な部分は真偽は分かっていない。富士見市の土地話として紹介するのが適切だ。","富士見市で選ぶべき具体情報は「市名は富士山を望めることに由来」「難波田城公園」「ふじみ野駅は富士見市内にある」。それぞれが異なる由来で富士見市に定着しており、どれか一つの有名スポットだけでは分からない土地の成り立ちを補い合う。"
"11237","埼玉県","三郷市","ｻｲﾀﾏｹﾝ","ﾐｻﾄｼ","FALSE","11","三郷市内の具体地点「江戸川・中川沿い」には、「夜の堤で夜道の人物についての書き込み」との言い伝えが残る。背景として検索で拾えるのは「二つの大河川を持つ市域の噂」。現象そのものは検証されていないので、実在の場所と未確認の怪談部分を分けて読む。","三郷市を他の自治体と分ける材料として「三郷ジャンクションで高速道が交差」「IKEA・コストコ等の大型商業集積」「江戸川と中川の低地」がある。三点は歴史、文化、地形・交通・産業など別の側面から三郷市に結び付くため、名所の名前だけより土地の理由が伝わる。"
"11238","埼玉県","蓮田市","ｻｲﾀﾏｹﾝ","ﾊｽﾀﾞｼ","FALSE","11","「黒浜沼周辺」を舞台にした蓮田市の話では「夜の水辺で人影を目にしたとの書き込み」とされる。公開資料に見える現実側は「湿地と雑木林に結び付いたネット上の怪談」。怪異は立裏づけ資料を欠き、蓮田市内の具体地点に由来する未確認の語りとして扱う。","蓮田市を他の自治体と分ける材料として「黒浜貝塚は国史跡」「蓮田サービスエリア」「元荒川沿いの縄文遺跡」がある。三点は歴史、文化、地理と産業など別の側面から蓮田市に結び付くため、名所の名前だけより土地の理由が伝わる。「黒浜貝塚は国史跡」「蓮田サービスエリア」「元荒川沿いの縄文遺跡」を一緒に確認できるのが蓮田市で、組合せ自体が具体的だ。"
"11239","埼玉県","坂戸市","ｻｲﾀﾏｹﾝ","ｻｶﾄﾞｼ","FALSE","11","「聖天宮周辺」を舞台にした坂戸市の話では「夜の異国風建築で人のような影を見たとの投稿」とされる。資料から確認できる現実側は「台湾道教寺院の外観から派生した未検証の体験談」。怪異は立公的記録はなく、坂戸市内の具体地点に由来する未確認の語りとして扱う。","坂戸市を説明する三つの手掛かりは「五千頭の龍が昇る聖天宮」「坂戸よさこい」「東武東上線・越生線の分岐」。どれも固有名詞や地域の来歴に基づき、同じ文を別の市区町村へ流用できないほど坂戸市との関係が明確な項目である。「五千頭の龍が昇る聖天宮」と「坂戸よさこい」に「東武東上線・越生線の分岐」を加えると、坂戸市の歴史・現在を複数方向から見られる。"
"11240","埼玉県","幸手市","ｻｲﾀﾏｹﾝ","ｻｯﾃｼ","FALSE","11","幸手市内の具体地点「権現堂堤」には、「夜の堤で母子の霊を見たという人柱伝説系の噂」とする話が流通する。背景として公的資料にあるのは「史実確認の難しい伝承として扱う」。現象そのものは検証されていないので、実在の場所と未確認の怪談部分を分けて読む。","幸手市に固有の材料として「権現堂桜堤は桜と菜の花」「日光街道幸手宿」「白目米の伝承」を確認できる。三項目は互いに違う分野の事実なので、同時に読むと幸手市の歴史と現在の特徴を具体名のまま比較できる。幸手市で「白目米の伝承」を押さえ、「権現堂桜堤は桜と菜の花」「日光街道幸手宿」も併せると、土地の特徴を具体名で追える。"
"11241","埼玉県","鶴ヶ島市","ｻｲﾀﾏｹﾝ","ﾂﾙｶﾞｼﾏｼ","FALSE","11","具体的な舞台は鶴ヶ島市の「脚折地区」。そこで「巨大な龍蛇を作る雨乞い「脚折雨乞」の伝承」と語られる例がある。確かめられる事情は「竹と麦わらで巨大龍を作り池へ運ぶ」。怪異は実事実確認はできず、鶴ヶ島市だけに結び付く地域伝承として読む話だ。","調査対象の鶴ヶ島市では「脚折雨乞は国選択無形民俗文化財」「圏央鶴ヶ島IC」「旧農村と住宅地が混在」が固有情報として挙がる。別分野の三点を同時に持つこと自体が鶴ヶ島市の特徴で、周辺地域の一般的な紹介文には置換しにくい。「圏央鶴ヶ島IC」「脚折雨乞は国選択無形民俗文化財」「旧農村と住宅地が混在」という異なる三要素が、鶴ヶ島市という一つの地域に収まる。"
"11242","埼玉県","日高市","ｻｲﾀﾏｹﾝ","ﾋﾀﾞｶｼ","FALSE","11","「日和田山」を舞台にした日高市の話では「デーダラボッチが腰掛けた・歩いたという巨人伝説」とされる。資料上たどれる現実側は「山麓地形に結び付く昔話」。怪異は立証拠は示されず、日高市内の具体地点に由来する未確認の語りとして扱う。","日高市を他の自治体と分ける材料として「高麗神社と高麗郡建郡の渡来人史」「巾着田の曼珠沙華」「日和田山」がある。三点は歴史、文化、交通史や地形など別の側面から日高市に結び付くため、名所の名前だけより土地の理由が伝わる。日高市には「高麗神社と高麗郡建郡の渡来人史」に加えて「巾着田の曼珠沙華」「日和田山」もあり、三方向から土地を説明できる。"
"11243","埼玉県","吉川市","ｻｲﾀﾏｹﾝ","ﾖｼｶﾜｼ","FALSE","11","吉川市の「中川・江戸川」には、「河童や水辺の怪異を語る昔話」という語りが見つかる。一方、現実に確認できる事情は「川魚文化の町の水辺伝承」。超常現象を裏付ける資料はないため、ここでは吉川市に結び付いた未確認の怪談という未確認談として扱う。","吉川市の豆知識として選んだのは「「なまずの里」を掲げる」「川魚料理の歴史」「江戸川と中川に挟まれる」。三つは別分野の事実だが、いずれも吉川市の固有名詞や来歴に直接結び付き、他自治体へそのまま置き換えられない。「「なまずの里」を掲げる」と「川魚料理の歴史」に「江戸川と中川に挟まれる」を加えると、吉川市の歴史・現在を複数方向から見られる。"
"11245","埼玉県","ふじみ野市","ｻｲﾀﾏｹﾝ","ﾌｼﾞﾐﾉｼ","FALSE","11","具体的な舞台はふじみ野市の「上野台周辺の旧団地・学校跡」。そこで「夜の夜間の異変についての体験談」として流通する例がある。確かめられる事情は「再開発前の団地景観に結び付く噂」。怪異は実証拠は示されず、ふじみ野市だけに結び付く地域伝承として読む話だ。","「2005年に上福岡市と大井町が合併」に加えて「「ふじみ野駅」は隣の富士見市にある」、さらに「上福岡七夕まつり」。この三つが同じ自治体に結び付くのがふじみ野市である。名称だけを覚えるより、別分野の具体情報を重ねる方がふじみ野市の独自性を捉えやすい。"
"11246","埼玉県","白岡市","ｻｲﾀﾏｹﾝ","ｼﾗｵｶｼ","FALSE","11","「夜の水辺で暗がりの人物像を記したネット投稿」として確認できる場所が、白岡市の「柴山沼」。調査で確かな側は「大きな農業用沼を背景に広がった体験談」という点まで。霊や怪異の存在を示す一次資料は見当たらず、白岡市の伝承・投稿として扱う内容になる。","白岡市で確認できる意外な材料は「梨の栽培が盛ん」「柴山沼」「東北道白岡菖蒲ICに近い物流立地」。三つを同時に押さえると、単なる名物一覧では見えにくい白岡市の歴史、交通、産業、地形のつながりを具体的に把握できる。白岡市で「柴山沼」「梨の栽培が盛ん」「東北道白岡菖蒲ICに近い物流立地」を同時に見ると、名所一件より土地の輪郭が明確になる。"
"11301","埼玉県","伊奈町","ｻｲﾀﾏｹﾝ","ｲﾅﾏﾁ","FALSE","11","検索で伊奈町の怖い話を追うと、「伊奈氏屋敷跡」と「夜の土塁周辺で武者の気配を語る投稿」が結び付いて出てくる。実在地点の事情は「関東郡代伊奈氏の史跡に結び付く噂」。怪異を実証する資料はなく、伊奈町固有のネット怪談または昔話として区別する。","伊奈町については「町名は伊奈忠次ら伊奈氏に由来」「ニューシャトルが走る」「バラ園で知られる町制施行記念公園」の三点を選んだ。知名度だけを並べるのではなく、異なる背景を持つ事実を一緒に見ると、伊奈町がなぜ知られるのかを複数方向から説明できる。"
"11324","埼玉県","三芳町","ｻｲﾀﾏｹﾝ","ﾐﾖｼﾏﾁ","FALSE","11","三芳町で怪異に関する話を追うと「三富新田の雑木林」が舞台となり、「夜の林で人影や狐火を語る昔話」との投稿・伝承がある。その場所には「短冊状農地と屋敷林に結び付く伝承」という土地事情がある。地名・地点の実在性は確かめられるが、超常的な説明は確認されていない。土地固有の未確認談という範囲を出ない話だ。","三芳町を調べて残った固有の三項目が「三富新田の地割」「落ち葉堆肥農法」「「富の川越いも」の産地」。三つの背景は同一ではないからこそ、三芳町の地域史や現在の産業・土地利用を複数の方向から読み解ける。三芳町には「三富新田の地割」、別の側面に「落ち葉堆肥農法」、さらに「「富の川越いも」の産地」があり、三点とも固有情報だ。"
"11326","埼玉県","毛呂山町","ｻｲﾀﾏｹﾝ","ﾓﾛﾔﾏﾏﾁ","FALSE","11","毛呂山町で調べた怪談候補の舞台は「鎌北湖」。ウェブ上では「夜の湖面に人影を見たという体験談の一つ」とされる。場所について確認できる背景は「山間の人造湖に付随する真偽不定の話」。怪異自体は未証明なので、毛呂山町の噂・伝承として事実と分けて扱う。","毛呂山町の調査で残した三つの具体例は「桂木ゆずは古い栽培史を持つ」「鎌北湖」「流鏑馬が行われる出雲伊波比神社」。一件ずつ由来は異なるが、すべて毛呂山町の地域史や現在の土地利用に接続しており、一般的な観光コピーでは代用できない。"
